emp_id,off_cde,rated_year,rating
102475,TOR,2018,10
102475,TOR,2019,8
102475,TOR,2020,9.5
102475,TOR,2021,8
102475,TOR,2022,9
102476,BOS,2017,7
102476,BOS,2018,6.5
102476,BOS,2019,8
102476,BOS,2020,8
102476,BOS,2021,6.5
102476,BOS,2022,7
102477,PHL,2017,10
102477,PHL,2018,8
102477,PHL,2019,8.5
102478,NYC,2017,7.5
102478,NYC,2018,7.5
102478,NYC,2019,6.5
102478,NYC,2020,7.5
102478,NYC,2021,8
102478,NYC,2022,7
102479,OTT,2017,9
102479,OTT,2018,9
102479,OTT,2019,7
102479,OTT,2020,9
102479,OTT,2021,9.5
102479,OTT,2022,8.5
102480,OTT,2017,9
102480,OTT,2018,9.5
102481,OTT,2017,9.5
102481,OTT,2018,9.5
102481,OTT,2019,8
102481,OTT,2020,6.5
102481,OTT,2021,8.5
102481,OTT,2022,9
102482,CAL,2017,8.5
102482,CAL,2018,8.5
102483,VAN,2017,8
102483,VAN,2018,10
102484,VAN,2017,8.5
102484,VAN,2018,8.5
102484,VAN,2019,3.5
102485,BOS,2017,6.5
102485,BOS,2018,7.5
102485,BOS,2019,6.5
102485,BOS,2020,6.5
102485,BOS,2021,7
102485,BOS,2022,6
102486,CAL,2017,9.5
102486,CAL,2018,9.5
102486,CAL,2019,6
102486,CAL,2020,4.5
102487,BOS,2017,7
102487,BOS,2018,7
102487,BOS,2019,7.5
102487,BOS,2020,6
102487,BOS,2021,7.5
102487,BOS,2022,6.5
102488,CAL,2017,8.5
102488,CAL,2018,9
102488,CAL,2019,7
102488,CAL,2020,9
102488,CAL,2021,9.5
102489,TOR,2017,8
102489,TOR,2018,8.5
102489,TOR,2019,9
102489,TOR,2020,9
102490,CAL,2017,8.5
102490,CAL,2018,9
102490,CAL,2019,8.5
102490,CAL,2020,7.5
102490,CAL,2021,8.5
102490,CAL,2022,8.5
102491,MKM,2017,10
102491,MKM,2018,9.5
102491,MKM,2019,7
102491,MKM,2020,7
102491,MKM,2021,8
102491,MKM,2022,8.5
102492,CAL,2017,9
102492,CAL,2018,9
102492,CAL,2019,8.5
102492,CAL,2020,8
102492,CAL,2021,9.5
102492,CAL,2022,8.5
102493,MKM,2017,9.5
102493,MKM,2018,8
102493,MKM,2019,7
102493,MKM,2020,7
102493,MKM,2021,9
102493,MKM,2022,8
102494,PHL,2017,8.5
102494,PHL,2018,10
102494,PHL,2019,4
102494,PHL,2020,3
102495,BOS,2017,7
102495,BOS,2018,7.5
102495,BOS,2019,6.5
102495,BOS,2020,7
102495,BOS,2021,8
102495,BOS,2022,8
102496,VAN,2017,8
102496,VAN,2018,9
102496,VAN,2019,9
102496,VAN,2020,9.5
102496,VAN,2021,8
102497,MKM,2017,9.5
102497,MKM,2018,8.5
102498,OTT,2017,9
102498,OTT,2018,9.5
102498,OTT,2019,7.5
102498,OTT,2020,6.5
102498,OTT,2021,9
102498,OTT,2022,8.5
102499,BOS,2017,7.5
102499,BOS,2018,6.5
102500,NYC,2017,7.5
102500,NYC,2018,7
102500,NYC,2019,7
102500,NYC,2020,7.5
102500,NYC,2021,7.5
102501,NYC,2017,7.5
102501,NYC,2018,6.5
102501,NYC,2019,7
102501,NYC,2020,6.5
102501,NYC,2021,6.5
102501,NYC,2022,8
102502,PHL,2017,8
102502,PHL,2018,8
102502,PHL,2019,9
102502,PHL,2020,6.5
102502,PHL,2021,9.5
102502,PHL,2022,9.5
102503,BOS,2017,8
102503,BOS,2018,6
102503,BOS,2019,7.5
102503,BOS,2020,6.5
102503,BOS,2021,8
102503,BOS,2022,7
102504,VAN,2017,9
102504,VAN,2018,10
102504,VAN,2019,8
102504,VAN,2020,8
102504,VAN,2021,8.5
102504,VAN,2022,8
102505,NYC,2017,7
102505,NYC,2018,7.5
102505,NYC,2019,7.5
102506,CAL,2017,9
102506,CAL,2018,8.5
102506,CAL,2019,7
102506,CAL,2020,8
102506,CAL,2021,9
102506,CAL,2022,9.5
102507,CAL,2017,9.5
102507,CAL,2018,9.5
102507,CAL,2019,8
102507,CAL,2020,8
102507,CAL,2021,9
102507,CAL,2022,9
102508,OTT,2017,9.5
102508,OTT,2018,10
102508,OTT,2019,9
102508,OTT,2020,8.5
102508,OTT,2021,8
102508,OTT,2022,9
102509,PHL,2017,8.5
102509,PHL,2018,8
102509,PHL,2019,9.5
102509,PHL,2020,7.5
102509,PHL,2021,8.5
102509,PHL,2022,9
102510,VAN,2017,9
102510,VAN,2018,10
102511,CAL,2017,10
102511,CAL,2018,9.5
102511,CAL,2019,9
102511,CAL,2020,9
102511,CAL,2021,9.5
102511,CAL,2022,8.5
102512,VAN,2017,8.5
102512,VAN,2018,9.5
102512,VAN,2019,8.5
102512,VAN,2020,5
102512,VAN,2021,3
102513,BOS,2017,8
102513,BOS,2018,6
102513,BOS,2019,6.5
102513,BOS,2020,6
102513,BOS,2021,8
102513,BOS,2022,8
102514,TOR,2017,9
102514,TOR,2018,8.5
102514,TOR,2019,8
102514,TOR,2020,8.5
102514,TOR,2021,8
102514,TOR,2022,9
102515,VAN,2017,9.5
102515,VAN,2018,8
102515,VAN,2019,4.5
102516,TOR,2017,8.5
102516,TOR,2018,8.5
102516,TOR,2019,9.5
102517,NYC,2017,7.5
102517,NYC,2018,7.5
102517,NYC,2019,6.5
102517,NYC,2020,8
102517,NYC,2021,6.5
102517,NYC,2022,6.5
102518,PHL,2017,8.5
102518,PHL,2018,8
102518,PHL,2019,9
102518,PHL,2020,8
102518,PHL,2021,9.5
102518,PHL,2022,9
102519,CAL,2017,10
102519,CAL,2018,9.5
102519,CAL,2019,8
102519,CAL,2020,7
102519,CAL,2021,9
102519,CAL,2022,9.5
102520,NYC,2017,8
102520,NYC,2018,7.5
102520,NYC,2019,6.5
102520,NYC,2020,7.5
102520,NYC,2021,6.5
102520,NYC,2022,6.5
102521,PHL,2017,9.5
102521,PHL,2018,9.5
102521,PHL,2019,7.5
102521,PHL,2020,7
102521,PHL,2021,10
102521,PHL,2022,8.5
102522,MKM,2017,8.5
102522,MKM,2018,8
102522,MKM,2019,9
102522,MKM,2020,9.5
102522,MKM,2021,9
102522,MKM,2022,9
102523,BOS,2017,6.5
102523,BOS,2018,7.5
102523,BOS,2019,7
102523,BOS,2020,6.5
102523,BOS,2021,6.5
102523,BOS,2022,7.5
102524,VAN,2017,9
102524,VAN,2018,9
102524,VAN,2019,8
102524,VAN,2020,8.5
102524,VAN,2021,10
102524,VAN,2022,9.5
102525,BOS,2017,6
102525,BOS,2018,6.5
102526,MKM,2017,10
102526,MKM,2018,9.5
102526,MKM,2019,7
102526,MKM,2020,8
102526,MKM,2021,10
102526,MKM,2022,10
102527,CAL,2017,9
102527,CAL,2018,8.5
102527,CAL,2019,9.5
102527,CAL,2020,7
102527,CAL,2021,9.5
102527,CAL,2022,9
102528,BOS,2017,8
102528,BOS,2018,6.5
102528,BOS,2019,8
102529,TOR,2017,9
102529,TOR,2018,10
102530,NYC,2017,6.5
102530,NYC,2018,6.5
102530,NYC,2019,7.5
102530,NYC,2020,6
102530,NYC,2021,7.5
102530,NYC,2022,7.5
102531,OTT,2018,8
102531,OTT,2019,8.5
102531,OTT,2020,7
102531,OTT,2021,8.5
102531,OTT,2022,9
102532,OTT,2018,9.5
102532,OTT,2019,9
102532,OTT,2020,9
102532,OTT,2021,9
102532,OTT,2022,9
102533,MKM,2018,8.5
102533,MKM,2019,8
102533,MKM,2020,7
102533,MKM,2021,10
102533,MKM,2022,10
102534,MKM,2018,10
102534,MKM,2019,8.5
102534,MKM,2020,9
102534,MKM,2021,8.5
102534,MKM,2022,8.5
102535,NYC,2018,7
102535,NYC,2019,7.5
102535,NYC,2020,6.5
102535,NYC,2021,8
102535,NYC,2022,7.5
102536,CAL,2018,8.5
102536,CAL,2019,8.5
102536,CAL,2020,9.5
102536,CAL,2021,10
102536,CAL,2022,9
102537,BOS,2018,7
102537,BOS,2019,7
102537,BOS,2020,7.5
102537,BOS,2021,7
102537,BOS,2022,7.5
102538,VAN,2018,9.5
102538,VAN,2019,8
102538,VAN,2020,8
102538,VAN,2021,8
102538,VAN,2022,9.5
102539,MKM,2018,9.5
102539,MKM,2019,9.5
102539,MKM,2020,9.5
102539,MKM,2021,9.5
102539,MKM,2022,9.5
102540,BOS,2018,6.5
102540,BOS,2019,8
102540,BOS,2020,8
102540,BOS,2021,7
102540,BOS,2022,8
102541,PHL,2018,8.5
102541,PHL,2019,8.5
102541,PHL,2020,8.5
102541,PHL,2021,10
102541,PHL,2022,9.5
102542,BOS,2018,7.5
102542,BOS,2019,6.5
102542,BOS,2020,7
102542,BOS,2021,7.5
102542,BOS,2022,6
102543,BOS,2018,7
102543,BOS,2019,7
102543,BOS,2020,8
102543,BOS,2021,7
102543,BOS,2022,7.5
102544,NYC,2018,7
102544,NYC,2019,6
102544,NYC,2020,7.5
102544,NYC,2021,7.5
102544,NYC,2022,7
102545,TOR,2018,8
102545,TOR,2019,9
102545,TOR,2020,8
102545,TOR,2021,9.5
102545,TOR,2022,8.5
102546,MKM,2018,8.5
102546,MKM,2019,8
102546,MKM,2020,8.5
102546,MKM,2021,8
102546,MKM,2022,8.5
102547,PHL,2018,9
102547,PHL,2019,8
102547,PHL,2020,8
102547,PHL,2021,9
102547,PHL,2022,8.5
102548,TOR,2018,9
102548,TOR,2019,8.5
102548,TOR,2020,9.5
102548,TOR,2021,10
102548,TOR,2022,9
102549,MKM,2018,9.5
102549,MKM,2019,9.5
102549,MKM,2020,8
102549,MKM,2021,10
102549,MKM,2022,8.5
102550,TOR,2018,8.5
102550,TOR,2019,9
102550,TOR,2020,6.5
102550,TOR,2021,9
102550,TOR,2022,8.5
102551,TOR,2018,8
102551,TOR,2019,10
102551,TOR,2020,7.5
102551,TOR,2021,8.5
102551,TOR,2022,8
102552,VAN,2018,9
102552,VAN,2019,10
102552,VAN,2020,7
102552,VAN,2021,8.5
102552,VAN,2022,8
102553,PHL,2018,9
102553,PHL,2019,9
102553,PHL,2020,8.5
102553,PHL,2021,8
102553,PHL,2022,8
102554,MKM,2018,9.5
102554,MKM,2019,9.5
102554,MKM,2020,8
102554,MKM,2021,8
102554,MKM,2022,10
102555,MKM,2018,10
102555,MKM,2019,10
102555,MKM,2020,7
102555,MKM,2021,8.5
102555,MKM,2022,8
102556,VAN,2018,9.5
102556,VAN,2019,9.5
102556,VAN,2020,8.5
102556,VAN,2021,9
102556,VAN,2022,10
102557,BOS,2018,6.5
102557,BOS,2019,6
102557,BOS,2020,8
102557,BOS,2021,6.5
102557,BOS,2022,7
102558,OTT,2018,9
102558,OTT,2019,10
102558,OTT,2020,7.5
102558,OTT,2021,8.5
102558,OTT,2022,8
102559,CAL,2018,9
102559,CAL,2019,8.5
102559,CAL,2020,8
102559,CAL,2021,9.5
102559,CAL,2022,9.5
102560,TOR,2018,8.5
102560,TOR,2019,8.5
102560,TOR,2020,8
102560,TOR,2021,10
102560,TOR,2022,10
102561,NYC,2018,8
102561,NYC,2019,6.5
102561,NYC,2020,7.5
102561,NYC,2021,7.5
102561,NYC,2022,7.5
102562,OTT,2018,10
102562,OTT,2019,8
102562,OTT,2020,6.5
102562,OTT,2021,9.5
102562,OTT,2022,8.5
102563,CAL,2018,9.5
102563,CAL,2019,8.5
102563,CAL,2020,7.5
102563,CAL,2021,8
102563,CAL,2022,10
102564,OTT,2018,9
102564,OTT,2019,9.5
102564,OTT,2020,8
102564,OTT,2021,9.5
102564,OTT,2022,8
102565,VAN,2018,9
102565,VAN,2019,9
102565,VAN,2020,7.5
102565,VAN,2021,9
102565,VAN,2022,9
102566,OTT,2018,9
102566,OTT,2019,8
102566,OTT,2020,7
102566,OTT,2021,9.5
102566,OTT,2022,8.5
102567,BOS,2018,7.5
102567,BOS,2019,6.5
102567,BOS,2020,7.5
102567,BOS,2021,7
102567,BOS,2022,8
102568,MKM,2018,8.5
102568,MKM,2019,8.5
102568,MKM,2020,9
102568,MKM,2021,9.5
102568,MKM,2022,9.5
102569,PHL,2018,9.5
102569,PHL,2019,10
102569,PHL,2020,9
102569,PHL,2021,9.5
102569,PHL,2022,9.5
102570,MKM,2018,8.5
102570,MKM,2019,9
102570,MKM,2020,8
102570,MKM,2021,8
102570,MKM,2022,8.5
102571,TOR,2018,9.5
102571,TOR,2019,9
102571,TOR,2020,9
102571,TOR,2021,9.5
102571,TOR,2022,9.5
102572,TOR,2018,8
102572,TOR,2019,10
102572,TOR,2020,7.5
102572,TOR,2021,9
102572,TOR,2022,8.5
102573,PHL,2018,9.5
102573,PHL,2019,8.5
102573,PHL,2020,7.5
102573,PHL,2021,9.5
102573,PHL,2022,8
102574,TOR,2018,8
102574,TOR,2019,8.5
102574,TOR,2020,8
102574,TOR,2021,9.5
102574,TOR,2022,8
102575,VAN,2018,9
102575,VAN,2019,9
102575,VAN,2020,7.5
102575,VAN,2021,9.5
102575,VAN,2022,8
102576,PHL,2018,9.5
102576,PHL,2019,8
102576,PHL,2020,9
102576,PHL,2021,8.5
102576,PHL,2022,9.5
102577,TOR,2018,10
102577,TOR,2019,8.5
102577,TOR,2020,8.5
102577,TOR,2021,9.5
102577,TOR,2022,9
102578,BOS,2018,8
102578,BOS,2019,6
102578,BOS,2020,7.5
102578,BOS,2021,7
102578,BOS,2022,6.5
102579,BOS,2018,6
102579,BOS,2019,7
102579,BOS,2020,7.5
102579,BOS,2021,6.5
102579,BOS,2022,6.5
102580,NYC,2018,6.5
102580,NYC,2019,7.5
102580,NYC,2020,8
102580,NYC,2021,6.5
102580,NYC,2022,8
102581,CAL,2018,8
102581,CAL,2019,9.5
102581,CAL,2020,9
102581,CAL,2021,9
102581,CAL,2022,8.5
102582,MKM,2018,8.5
102582,MKM,2019,9.5
102582,MKM,2020,8
102582,MKM,2021,8.5
102582,MKM,2022,9
102583,VAN,2018,8.5
102583,VAN,2019,8.5
102583,VAN,2020,8
102583,VAN,2021,10
102583,VAN,2022,9
102584,CAL,2018,9.5
102584,CAL,2019,9
102584,CAL,2020,9.5
102584,CAL,2021,10
102584,CAL,2022,9.5
102585,OTT,2018,9.5
102585,OTT,2019,9.5
102585,OTT,2020,7
102585,OTT,2021,8
102585,OTT,2022,8.5
102586,MKM,2018,9.5
102586,MKM,2019,8.5
102586,MKM,2020,6.5
102586,MKM,2021,9.5
102586,MKM,2022,9.5
102587,MKM,2018,9
102587,MKM,2019,8.5
102587,MKM,2020,7.5
102587,MKM,2021,10
102587,MKM,2022,9
102588,VAN,2018,8
102588,VAN,2019,8
102588,VAN,2020,7
102588,VAN,2021,9
102588,VAN,2022,9.5
102589,VAN,2018,9
102589,VAN,2019,9
102589,VAN,2020,8.5
102589,VAN,2021,8.5
102589,VAN,2022,9
102590,OTT,2018,10
102590,OTT,2019,9
102590,OTT,2020,8.5
102590,OTT,2021,9
102590,OTT,2022,8.5
102591,VAN,2018,8
102591,VAN,2019,9
102591,VAN,2020,9
102591,VAN,2021,9
102591,VAN,2022,9
102592,CAL,2018,9.5
102592,CAL,2019,10
102592,CAL,2020,8
102592,CAL,2021,9
102592,CAL,2022,9.5
102593,OTT,2018,9
102593,OTT,2019,9.5
102593,OTT,2020,8
102593,OTT,2021,9
102593,OTT,2022,8.5
102594,VAN,2018,9.5
102594,VAN,2019,9.5
102594,VAN,2020,6.5
102594,VAN,2021,9
102594,VAN,2022,9
102595,BOS,2018,7
102595,BOS,2019,6.5
102595,BOS,2020,7.5
102595,BOS,2021,8
102595,BOS,2022,6.5
102596,BOS,2018,6.5
102596,BOS,2019,7.5
102596,BOS,2020,6.5
102596,BOS,2021,7.5
102596,BOS,2022,7
102597,CAL,2018,9
102597,CAL,2019,8
102597,CAL,2020,8
102597,CAL,2021,9
102597,CAL,2022,9.5
102598,MKM,2018,9.5
102598,MKM,2019,9.5
102598,MKM,2020,7
102598,MKM,2021,9
102598,MKM,2022,8.5
102599,NYC,2018,7
102599,NYC,2019,6.5
102599,NYC,2020,7
102599,NYC,2021,7.5
102599,NYC,2022,7
102600,VAN,2018,9.5
102600,VAN,2019,9
102600,VAN,2020,9.5
102600,VAN,2021,9
102600,VAN,2022,9
102601,PHL,2018,8
102601,PHL,2019,9
102601,PHL,2020,9
102601,PHL,2021,10
102601,PHL,2022,9.5
102602,VAN,2018,10
102602,VAN,2019,9
102602,VAN,2020,7.5
102602,VAN,2021,10
102602,VAN,2022,8.5
102603,VAN,2018,8.5
102603,VAN,2019,9
102603,VAN,2020,7
102603,VAN,2021,8
102603,VAN,2022,8
102604,PHL,2018,9.5
102604,PHL,2019,8
102604,PHL,2020,7
102604,PHL,2021,10
102604,PHL,2022,9.5
102605,BOS,2018,6.5
102605,BOS,2019,7.5
102605,BOS,2020,6.5
102605,BOS,2021,8
102605,BOS,2022,7.5
102606,OTT,2018,8.5
102606,OTT,2019,8
102606,OTT,2020,8.5
102606,OTT,2021,8.5
102606,OTT,2022,8.5
102607,PHL,2018,8.5
102607,PHL,2019,8.5
102607,PHL,2020,7.5
102607,PHL,2021,8.5
102607,PHL,2022,8.5
102608,BOS,2018,7.5
102608,BOS,2019,7.5
102608,BOS,2020,6.5
102608,BOS,2021,7
102608,BOS,2022,6
102609,OTT,2018,8.5
102609,OTT,2019,9
102609,OTT,2020,8.5
102609,OTT,2021,9.5
102609,OTT,2022,9.5
102610,BOS,2018,7
102610,BOS,2019,6.5
102610,BOS,2020,6.5
102610,BOS,2021,7
102610,BOS,2022,6.5
102611,NYC,2018,6.5
102611,NYC,2019,7.5
102611,NYC,2020,7
102611,NYC,2021,7
102611,NYC,2022,7
102612,BOS,2018,7
102612,BOS,2019,7.5
102612,BOS,2020,6.5
102612,BOS,2021,8
102612,BOS,2022,7.5
102613,VAN,2018,9.5
102613,VAN,2019,9
102613,VAN,2020,7
102613,VAN,2021,8.5
102613,VAN,2022,9
102614,MKM,2018,9.5
102614,MKM,2019,8.5
102614,MKM,2020,8
102614,MKM,2021,8.5
102614,MKM,2022,9.5
102615,CAL,2018,9.5
102615,CAL,2019,9.5
102615,CAL,2020,6.5
102615,CAL,2021,8.5
102615,CAL,2022,9.5
102616,OTT,2018,10
102616,OTT,2019,9.5
102616,OTT,2020,8
102616,OTT,2021,8.5
102616,OTT,2022,10
102617,OTT,2018,8
102617,OTT,2019,8.5
102617,OTT,2020,7
102617,OTT,2021,10
102617,OTT,2022,8.5
102618,OTT,2018,10
102618,OTT,2019,9.5
102618,OTT,2020,8
102618,OTT,2021,8.5
102618,OTT,2022,8.5
102619,VAN,2018,9
102619,VAN,2019,9
102619,VAN,2020,7.5
102619,VAN,2021,8
102619,VAN,2022,9.5
102620,VAN,2018,8.5
102620,VAN,2019,8.5
102620,VAN,2020,9.5
102620,VAN,2021,8
102620,VAN,2022,9.5
102621,PHL,2018,8.5
102621,PHL,2019,10
102621,PHL,2020,7
102621,PHL,2021,8.5
102621,PHL,2022,9.5
102622,BOS,2018,8
102622,BOS,2019,6.5
102622,BOS,2020,7.5
102622,BOS,2021,7.5
102622,BOS,2022,6.5
102623,CAL,2018,9
102623,CAL,2019,9
102623,CAL,2020,7.5
102623,CAL,2021,9.5
102623,CAL,2022,8.5
102624,TOR,2018,9.5
102624,TOR,2019,10
102624,TOR,2020,9
102624,TOR,2021,9.5
102624,TOR,2022,9.5
102625,TOR,2018,9.5
102625,TOR,2019,9.5
102625,TOR,2020,6.5
102625,TOR,2021,8.5
102625,TOR,2022,8
102626,MKM,2018,8
102626,MKM,2019,10
102626,MKM,2020,7.5
102626,MKM,2021,10
102626,MKM,2022,9
102627,BOS,2018,8
102627,BOS,2019,7.5
102627,BOS,2020,7.5
102627,BOS,2021,8
102627,BOS,2022,7
102628,PHL,2018,8.5
102628,PHL,2019,8
102628,PHL,2020,8.5
102628,PHL,2021,8.5
102628,PHL,2022,9.5
102629,BOS,2018,8
102629,BOS,2019,6.5
102629,BOS,2020,7.5
102629,BOS,2021,7.5
102629,BOS,2022,6.5
102630,NYC,2018,7.5
102630,NYC,2019,8
102630,NYC,2020,7
102630,NYC,2021,6.5
102630,NYC,2022,7.5
102631,BOS,2018,7
102631,BOS,2019,7.5
102631,BOS,2020,7.5
102631,BOS,2021,8
102631,BOS,2022,7.5
102632,CAL,2018,9.5
102632,CAL,2019,8.5
102632,CAL,2020,7.5
102632,CAL,2021,8.5
102632,CAL,2022,9
102633,MKM,2018,9
102633,MKM,2019,8.5
102633,MKM,2020,7.5
102633,MKM,2021,10
102633,MKM,2022,9
102634,NYC,2018,7.5
102634,NYC,2019,8
102634,NYC,2020,7.5
102634,NYC,2021,8
102634,NYC,2022,6.5
102635,MKM,2018,8.5
102635,MKM,2019,8
102635,MKM,2020,7
102635,MKM,2021,8.5
102635,MKM,2022,9
102636,MKM,2018,9.5
102636,MKM,2019,8.5
102636,MKM,2020,7.5
102636,MKM,2021,9
102636,MKM,2022,9.5
102637,OTT,2018,8.5
102637,OTT,2019,8
102637,OTT,2020,6.5
102637,OTT,2021,8.5
102637,OTT,2022,9
102638,NYC,2018,8
102638,NYC,2019,7.5
102638,NYC,2020,7.5
102638,NYC,2021,7
102638,NYC,2022,7.5
102639,VAN,2018,10
102639,VAN,2019,10
102639,VAN,2020,9
102639,VAN,2021,8.5
102639,VAN,2022,10
102640,PHL,2018,10
102640,PHL,2019,9
102640,PHL,2020,6.5
102640,PHL,2021,9.5
102640,PHL,2022,8
102641,VAN,2018,8
102641,VAN,2019,9.5
102641,VAN,2020,7.5
102641,VAN,2021,8
102641,VAN,2022,10
102642,TOR,2018,10
102642,TOR,2019,9.5
102642,TOR,2020,7
102642,TOR,2021,8
102642,TOR,2022,8
102643,MKM,2018,8.5
102643,MKM,2019,10
102643,MKM,2020,6.5
102643,MKM,2021,8.5
102643,MKM,2022,8.5
102644,BOS,2018,7.5
102644,BOS,2019,7
102644,BOS,2020,7.5
102644,BOS,2021,7
102644,BOS,2022,7.5
102645,CAL,2018,9
102645,CAL,2019,8.5
102645,CAL,2020,9
102645,CAL,2021,8
102645,CAL,2022,10
102646,VAN,2018,8.5
102646,VAN,2019,9.5
102646,VAN,2020,8
102646,VAN,2021,8.5
102646,VAN,2022,9.5
102647,OTT,2018,8
102647,OTT,2019,9.5
102647,OTT,2020,9
102647,OTT,2021,9
102647,OTT,2022,8.5
102648,MKM,2018,9.5
102648,MKM,2019,8.5
102648,MKM,2020,7.5
102648,MKM,2021,8.5
102648,MKM,2022,9.5
102649,BOS,2018,8
102649,BOS,2019,7.5
102649,BOS,2020,7.5
102649,BOS,2021,7.5
102649,BOS,2022,7
102650,OTT,2018,8.5
102650,OTT,2019,8.5
102650,OTT,2020,8
102650,OTT,2021,9
102650,OTT,2022,9
102651,NYC,2018,8
102651,NYC,2019,7
102651,NYC,2020,8
102651,NYC,2021,7.5
102651,NYC,2022,8
102652,OTT,2018,9.5
102652,OTT,2019,9.5
102652,OTT,2020,7.5
102652,OTT,2021,9.5
102652,OTT,2022,8
102653,PHL,2018,9
102653,PHL,2019,8.5
102653,PHL,2020,8.5
102653,PHL,2021,9
102653,PHL,2022,9
102654,BOS,2018,7.5
102654,BOS,2019,6.5
102654,BOS,2020,7
102654,BOS,2021,6.5
102654,BOS,2022,7
102655,NYC,2018,6.5
102655,NYC,2019,8
102655,NYC,2020,7
102655,NYC,2021,6.5
102655,NYC,2022,6
102656,VAN,2018,9.5
102656,VAN,2019,9.5
102656,VAN,2020,7.5
102656,VAN,2021,9.5
102656,VAN,2022,9.5
102657,TOR,2018,10
102657,TOR,2019,9
102657,TOR,2020,8.5
102657,TOR,2021,9.5
102657,TOR,2022,9.5
102658,NYC,2018,6
102658,NYC,2019,7
102658,NYC,2020,6
102658,NYC,2021,6
102658,NYC,2022,7
102659,NYC,2018,6.5
102659,NYC,2019,6
102659,NYC,2020,7
102659,NYC,2021,7.5
102659,NYC,2022,7.5
102660,TOR,2018,8.5
102660,TOR,2019,8.5
102660,TOR,2020,8.5
102660,TOR,2021,9
102660,TOR,2022,8.5
102661,OTT,2018,9.5
102661,OTT,2019,9.5
102661,OTT,2020,8
102661,OTT,2021,8.5
102661,OTT,2022,8
102662,MKM,2018,8.5
102662,MKM,2019,9.5
102662,MKM,2020,8.5
102662,MKM,2021,9
102662,MKM,2022,8
102663,CAL,2018,8.5
102663,CAL,2019,8.5
102663,CAL,2020,8.5
102663,CAL,2021,8
102663,CAL,2022,9
102664,PHL,2018,9
102664,PHL,2019,10
102664,PHL,2020,8
102664,PHL,2021,9.5
102664,PHL,2022,9
102665,PHL,2018,8.5
102665,PHL,2019,10
102665,PHL,2020,9
102665,PHL,2021,8
102665,PHL,2022,10
102666,PHL,2018,9.5
102666,PHL,2019,8
102666,PHL,2020,7
102666,PHL,2021,9
102666,PHL,2022,9
102667,TOR,2018,9
102667,TOR,2019,9.5
102667,TOR,2020,9.5
102667,TOR,2021,9.5
102667,TOR,2022,8.5
102668,NYC,2018,7
102668,NYC,2019,7.5
102668,NYC,2020,6.5
102668,NYC,2021,7.5
102668,NYC,2022,7.5
102669,OTT,2018,8
102669,OTT,2019,8.5
102669,OTT,2020,9
102669,OTT,2021,8
102669,OTT,2022,9.5
102670,BOS,2018,7
102670,BOS,2019,7.5
102670,BOS,2020,7
102670,BOS,2021,7
102670,BOS,2022,6
102671,BOS,2018,7.5
102671,BOS,2019,7.5
102671,BOS,2020,7.5
102671,BOS,2021,7
102671,BOS,2022,7.5
102672,NYC,2018,6.5
102672,NYC,2019,7
102672,NYC,2020,6.5
102672,NYC,2021,7
102672,NYC,2022,7
102673,MKM,2018,9.5
102673,MKM,2019,9.5
102673,MKM,2020,8
102673,MKM,2021,8.5
102673,MKM,2022,8.5
102674,TOR,2018,10
102674,TOR,2019,9
102674,TOR,2020,7
102674,TOR,2021,8.5
102674,TOR,2022,8
102675,CAL,2018,9.5
102675,CAL,2019,9.5
102675,CAL,2020,9.5
102675,CAL,2021,8.5
102675,CAL,2022,9.5
102676,MKM,2018,8
102676,MKM,2019,8
102676,MKM,2020,8
102676,MKM,2021,9
102676,MKM,2022,9.5
102677,PHL,2018,9.5
102677,PHL,2019,8.5
102677,PHL,2020,7.5
102677,PHL,2021,8.5
102677,PHL,2022,9.5
102678,BOS,2018,6.5
102678,BOS,2019,8
102678,BOS,2020,7
102678,BOS,2021,7.5
102678,BOS,2022,7
102679,OTT,2018,8.5
102679,OTT,2019,9
102679,OTT,2020,8.5
102679,OTT,2021,8.5
102679,OTT,2022,8
102680,BOS,2018,7
102680,BOS,2019,7.5
102680,BOS,2020,7
102680,BOS,2021,7.5
102680,BOS,2022,6.5
102681,CAL,2018,10
102681,CAL,2019,9.5
102681,CAL,2020,7
102681,CAL,2021,9.5
102681,CAL,2022,9
102682,TOR,2018,9
102682,TOR,2019,9
102682,TOR,2020,8.5
102682,TOR,2021,9
102682,TOR,2022,8
102683,TOR,2018,9.5
102683,TOR,2019,8.5
102683,TOR,2020,8
102683,TOR,2021,9.5
102683,TOR,2022,10
102684,BOS,2018,6.5
102684,BOS,2019,6.5
102684,BOS,2020,6.5
102684,BOS,2021,6.5
102684,BOS,2022,7.5
102685,NYC,2018,6.5
102685,NYC,2019,8
102685,NYC,2020,6.5
102685,NYC,2021,6
102685,NYC,2022,6
102686,TOR,2018,9.5
102686,TOR,2019,9
102686,TOR,2020,8.5
102686,TOR,2021,9.5
102686,TOR,2022,9.5
102687,NYC,2018,7
102687,NYC,2019,6.5
102687,NYC,2020,6.5
102687,NYC,2021,6.5
102687,NYC,2022,6
102688,VAN,2018,10
102688,VAN,2019,8.5
102688,VAN,2020,8
102688,VAN,2021,9.5
102688,VAN,2022,8.5
102689,CAL,2018,10
102689,CAL,2019,9
102689,CAL,2020,8.5
102689,CAL,2021,8.5
102689,CAL,2022,8
102690,CAL,2018,9
102690,CAL,2019,9
102690,CAL,2020,7.5
