EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated
100419,2014,42,Travel_Rarely,936,Corporate Functions,10,Bachelors,1,690,3,Male,72,2,4,Divorced,13128,7285,0,Y,No,14,3,2,80,0,21,2,3,8,3,3,4,No,,,,PHL,L4
100420,2014,45,Travel_Rarely,264,Delivery,3,Bachelors,1,699,3,Male,48,3,3,Married,13601,10207,8,Y,Yes,12,3,3,80,2,26,1,2,8,1,4,5,No,,,,VAN,L3
100421,2014,46,Travel_Rarely,253,Sales,2,Masters,1,720,3,Female,51,3,3,Divorced,13758,10327,8,Y,Yes,12,3,3,80,2,27,2,2,8,1,4,5,No,,,,PHL,L3
100422,2014,59,Travel_Rarely,1435,HR,25,Diploma,1,81,1,Female,99,3,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,8,6,3,4,No,,,,VAN,L3
100423,2014,45,Travel_Rarely,740,Product,3,Doctorate,1,1724,3,Male,73,2,2,Divorced,10256,19030,5,Y,No,12,3,3,80,1,26,3,2,8,4,5,4,No,,,,CAL,L3
100424,2014,46,Travel_Rarely,553,Sales,1,Bachelors,1,214,2,Female,79,2,1,Married,10506,2382,1,Y,No,22,3,3,80,2,23,2,2,8,5,5,3,No,,,,PHL,L3
100425,2014,41,Travel_Rarely,538,Corporate Functions,4,Bachelors,1,333,2,Male,58,3,3,Married,19236,4906,1,Y,No,11,3,3,80,0,21,2,3,8,6,4,5,No,,,,OTT,L5
100426,2014,41,Travel_Rarely,450,Product,9,Masters,1,718,1,Male,73,2,3,Married,19156,8840,3,Y,No,14,3,2,80,2,23,2,2,8,2,4,2,No,,,,BOS,L5
100427,2014,55,Travel_Rarely,571,HR,2,Diploma,1,740,4,Male,85,3,1,Married,19447,18775,1,Y,Yes,13,3,3,80,0,32,2,3,8,3,2,3,No,,,,OTT,L5
100428,2014,40,Travel_Rarely,898,HR,6,Doctorate,1,1550,3,Male,38,3,4,Single,16437,17381,1,Y,Yes,21,4,4,80,0,21,2,3,8,3,3,3,No,,,,OTT,L4
100429,2014,45,Travel_Rarely,984,Product,3,Bachelors,1,1769,3,Male,87,2,2,Divorced,10327,19299,7,Y,No,12,3,2,80,1,26,3,3,8,4,5,4,No,,,,TOR,L3
100430,2014,48,Travel_Frequently,117,Corporate Functions,22,Bachelors,1,1900,4,Female,58,3,4,Divorced,17174,2437,3,Y,No,11,3,2,80,1,24,3,3,8,6,2,3,No,,,,OTT,L4
100431,2014,52,Travel_Rarely,1000,Marketing,14,Masters,1,1630,2,Male,54,2,3,Married,11147,20628,2,Y,Yes,16,3,3,80,1,28,2,3,8,2,3,4,No,,,,MKM,L3
100432,2014,42,Travel_Frequently,288,Corporate Functions,2,Masters,1,1547,4,Male,40,3,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,8,3,5,4,No,,,,PHL,L3
100433,2014,40,Travel_Rarely,540,Marketing,3,Diploma,1,1135,1,Male,48,2,3,Married,10435,15282,4,Y,No,11,5,2,80,0,20,1,2,4,2,3,2,Yes,2018,unhappy,Voluntary,BOS,L3
100434,2014,45,Travel_Rarely,487,Sales,2,Bachelors,1,314,3,Male,66,3,3,Divorced,19344,16182,0,Y,No,11,3,2,80,0,24,2,3,8,1,1,3,No,,,,TOR,L5
100435,2014,47,Travel_Rarely,226,Sales,5,Doctorate,1,803,4,Male,49,3,3,Divorced,13724,10181,8,Y,Yes,11,3,3,80,1,27,2,2,8,1,4,5,No,,,,OTT,L4
100436,2014,43,Travel_Rarely,1299,Delivery,7,Masters,1,1590,1,Male,31,3,3,Married,19059,3554,0,Y,No,14,3,3,80,1,22,3,2,8,3,1,4,No,,,,VAN,L5
100437,2014,50,Travel_Rarely,570,HR,14,Bachelors,1,1348,3,Female,50,2,4,Divorced,19604,22319,4,Y,No,19,3,3,80,1,30,1,3,8,2,1,3,No,,,,CAL,L5
100438,2014,32,Travel_Rarely,904,Product,7,Masters,1,812,2,Male,73,2,3,Single,5391,22862,1,Y,No,20,1,2,80,0,9,3,3,4,2,1,2,Yes,2018,Misconduct,Involuntary,CAL,L2
100439,2014,37,Travel_Rarely,588,Product,3,Doctorate,1,955,3,Male,50,2,4,Married,10087,5548,1,Y,Yes,11,4,1,80,1,15,5,3,6,3,2,3,Yes,2020,long hours,Voluntary,VAN,L3
100440,2014,40,Travel_Rarely,643,Marketing,8,Masters,1,1733,2,Female,88,3,2,Divorced,19823,4398,1,Y,No,13,3,2,80,0,21,2,2,8,3,4,3,No,,,,BOS,L5
100441,2014,40,Travel_Rarely,978,HR,7,Bachelors,1,1504,3,Male,35,3,3,Single,16553,17134,0,Y,No,18,3,3,80,0,21,2,3,8,3,2,3,No,,,,MKM,L4
100442,2014,40,Travel_Rarely,1129,Corporate Functions,11,Diploma,1,1288,2,Male,46,2,3,Divorced,19493,17502,1,Y,No,13,3,1,80,0,21,2,3,8,3,2,4,No,,,,VAN,L5
100443,2014,50,Travel_Rarely,1204,Product,22,Bachelors,1,562,2,Female,72,2,3,Married,16913,9583,0,Y,No,14,3,2,80,0,28,2,2,8,3,4,3,No,,,,PHL,L4
100444,2014,41,Travel_Rarely,277,Corporate Functions,4,Diploma,1,897,2,Male,56,1,3,Divorced,19615,19954,1,Y,Yes,17,3,2,80,1,21,3,3,8,4,2,4,No,,,,PHL,L5
100445,2014,41,Travel_Rarely,582,Corporate Functions,4,Doctorate,1,431,2,Male,58,3,3,Divorced,19262,4735,1,Y,No,11,3,3,80,0,21,2,3,8,6,4,5,No,,,,OTT,L5
100446,2014,40,Travel_Rarely,1136,Marketing,11,Bachelors,1,1281,2,Male,46,2,3,Divorced,19499,17504,1,Y,No,13,3,1,80,0,21,2,3,8,3,2,4,No,,,,OTT,L5
100447,2014,46,Travel_Rarely,230,Marketing,6,Masters,1,904,2,Male,41,3,3,Married,16979,12991,1,Y,No,12,3,3,80,0,25,3,2,8,4,1,1,No,,,,TOR,L4
100448,2014,40,Travel_Rarely,683,Delivery,7,Diploma,1,1506,1,Female,80,3,2,Married,19702,4155,1,Y,No,14,3,2,80,0,21,2,2,8,4,3,3,No,,,,NYC,L5
100449,2014,41,Travel_Rarely,660,Marketing,3,Masters,1,323,2,Male,56,3,3,Married,19261,5080,0,Y,No,12,3,4,80,0,22,3,3,8,6,4,5,No,,,,TOR,L5
100450,2014,40,Travel_Rarely,949,Corporate Functions,6,Diploma,1,1520,3,Female,36,3,3,Single,16512,17222,0,Y,No,19,3,3,80,0,21,2,3,8,3,2,3,No,,,,BOS,L4
100451,2014,47,Travel_Rarely,1071,Corporate Functions,23,Bachelors,1,465,2,Male,84,2,3,Married,16625,8642,2,Y,No,17,3,2,80,1,25,2,3,8,4,4,3,No,,,,CAL,L4
100452,2014,44,Travel_Rarely,1261,Corporate Functions,7,Bachelors,1,1546,1,Male,31,3,3,Single,19079,3566,0,Y,No,13,3,4,80,0,23,4,1,8,3,1,4,No,,,,BOS,L5
100453,2014,40,Travel_Rarely,968,Corporate Functions,4,Doctorate,1,246,3,Male,46,3,3,Married,19067,6496,1,Y,No,13,3,2,80,0,21,2,3,8,3,4,4,No,,,,BOS,L5
100454,2014,40,Travel_Rarely,795,Delivery,4,Diploma,1,1815,3,Female,80,3,3,Married,10449,26460,0,Y,No,13,3,3,80,1,22,2,4,8,5,5,2,No,,,,OTT,L3
100455,2014,36,Travel_Rarely,1041,Corporate Functions,1,Masters,1,1342,2,Male,76,2,1,Married,10078,3902,4,Y,Yes,12,5,4,80,1,16,2,3,5,3,2,3,Yes,2019,medical issues,Voluntary,OTT,L2
100456,2014,28,Travel_Rarely,1355,Product,23,Bachelors,1,1084,1,Female,72,2,1,Married,8711,12378,1,Y,No,11,4,1,80,0,10,2,2,4,3,1,3,Yes,2018,maternity leave - did not return,Voluntary,MKM,L3
100457,2014,39,Travel_Rarely,722,Corporate Functions,24,Masters,1,2056,2,Female,60,2,4,Married,12031,8828,0,Y,No,11,3,1,80,1,21,2,2,8,4,4,3,No,,,,BOS,L4
100458,2014,45,Travel_Rarely,612,Product,2,Diploma,1,1387,3,Male,54,3,1,Married,17352,3045,1,Y,No,14,3,2,80,0,25,4,1,8,1,1,4,No,,,,CAL,L4
100459,2014,51,Travel_Rarely,1318,Product,26,Diploma,1,851,1,Female,66,3,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,8,3,2,6,No,,,,CAL,L4
100460,2014,50,Travel_Rarely,692,Delivery,5,Diploma,1,164,1,Male,50,3,3,Married,19523,6462,6,Y,No,13,3,2,80,0,22,4,3,8,6,5,5,No,,,,PHL,L5
100461,2014,40,Travel_Rarely,1012,Product,1,Diploma,1,1041,2,Male,73,2,2,Married,10414,3696,5,Y,Yes,12,4,2,80,1,20,3,3,7,3,2,3,Yes,2021,retiring,Voluntary,TOR,L3
100462,2014,31,Travel_Rarely,464,HR,23,Diploma,1,1572,3,Male,86,3,3,Single,6000,21062,1,Y,Yes,13,3,3,80,1,10,3,2,4,2,2,3,Yes,2018,return to school,Voluntary,NYC,L2
100463,2014,43,Travel_Rarely,1231,Product,2,Doctorate,1,1109,2,Male,83,2,1,Married,11011,2345,7,Y,Yes,13,1,3,80,0,23,1,2,8,3,2,3,Yes,2022,Misconduct,Involuntary,NYC,L3
100464,2014,40,Travel_Rarely,662,Delivery,5,Diploma,1,886,3,Female,67,2,4,Single,12903,7154,0,Y,No,15,3,2,80,0,21,2,3,8,3,4,3,No,,,,OTT,L4
100465,2014,39,Travel_Rarely,887,HR,19,Masters,1,951,3,Female,79,3,1,Divorced,10887,5257,0,Y,No,14,3,3,80,0,20,1,3,8,3,2,3,No,,,,VAN,L3
100466,2014,39,Travel_Rarely,461,HR,1,Bachelors,1,1004,4,Male,65,2,3,Married,12769,7063,1,Y,No,16,3,3,80,0,21,3,3,8,3,4,3,No,,,,OTT,L4
100467,2014,35,Travel_Rarely,704,Sales,10,Doctorate,1,1455,3,Male,55,2,1,Single,10269,21677,8,Y,No,16,3,2,80,0,15,3,3,4,4,2,1,Yes,2018,long hours,Voluntary,NYC,L3
100468,2014,40,Travel_Rarely,829,Corporate Functions,4,Masters,1,1780,2,Female,80,3,3,Married,10440,26462,0,Y,No,13,3,4,80,1,22,3,3,8,5,5,2,No,,,,NYC,L3
100469,2014,32,Travel_Rarely,1051,Product,7,Masters,1,1208,3,Male,77,2,3,Married,4985,22848,1,Y,No,18,3,1,80,0,9,3,3,4,2,1,1,Yes,2018,offered more money,Voluntary,OTT,L2
100470,2014,39,Travel_Rarely,1168,HR,1,Diploma,1,1249,2,Male,82,2,1,Married,10232,3301,6,Y,Yes,13,5,4,80,1,19,1,3,6,3,2,3,Yes,2020,long hours,Voluntary,PHL,L2
100471,2014,46,Travel_Rarely,780,Corporate Functions,17,Diploma,1,1516,2,Male,53,3,1,Married,12315,3927,2,Y,No,12,5,2,80,0,18,2,2,5,2,3,3,Yes,2019,medical issues,Voluntary,BOS,L3
100472,2014,40,Travel_Rarely,894,HR,9,Bachelors,1,1498,2,Male,48,2,3,Divorced,19320,17448,2,Y,No,12,3,1,80,0,22,2,3,8,3,2,4,No,,,,BOS,L5
100473,2014,49,Non-Travel,650,Product,1,Masters,1,590,2,Male,65,2,3,Married,19265,21176,3,Y,No,17,3,4,80,0,29,1,3,8,2,4,3,No,,,,OTT,L5
100474,2014,39,Travel_Rarely,918,Product,4,Bachelors,1,606,2,Male,59,2,3,Married,19175,8458,1,Y,No,14,3,2,80,1,21,2,2,8,3,2,3,No,,,,BOS,L5
100475,2014,41,Travel_Rarely,260,Sales,5,Doctorate,1,976,2,Male,55,1,3,Married,19820,20143,1,Y,Yes,20,3,2,80,1,21,3,3,8,5,2,4,No,,,,VAN,L5
100476,2014,40,Travel_Rarely,1028,Delivery,2,Bachelors,1,337,1,Male,52,3,3,Divorced,19346,5503,0,Y,No,15,3,4,80,0,22,4,3,8,4,3,4,No,,,,OTT,L5
100477,2014,54,Travel_Rarely,971,Corporate Functions,1,Diploma,1,1422,4,Female,54,3,4,Single,17328,5652,6,Y,No,19,3,4,80,0,29,3,2,8,3,5,3,No,,,,BOS,L4
100478,2014,33,Travel_Rarely,1074,Delivery,3,Bachelors,1,714,1,Male,69,2,1,Single,3316,3158,1,Y,Yes,11,3,1,80,0,9,2,3,4,3,3,3,Yes,2018,unhappy,Voluntary,CAL,L1
100479,2014,45,Travel_Rarely,1005,Delivery,28,Doctorate,1,1719,4,Female,48,2,2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,8,3,3,3,No,,,,OTT,L4
100480,2014,46,Travel_Rarely,1087,Marketing,7,Diploma,1,424,3,Female,71,3,2,Single,18340,13161,3,Y,No,12,3,4,80,0,27,2,3,8,6,1,5,No,,,,PHL,L5
100481,2014,40,Travel_Rarely,665,Marketing,5,Diploma,1,884,3,Male,68,2,4,Divorced,12905,7155,0,Y,No,15,3,2,80,0,21,2,3,8,3,4,3,No,,,,PHL,L4
100482,2014,47,Travel_Frequently,1047,Marketing,7,Masters,1,407,3,Female,70,3,2,Single,18378,13179,3,Y,No,12,3,4,80,0,28,2,3,8,6,1,5,No,,,,CAL,L5
100483,2014,46,Travel_Rarely,612,Marketing,5,Doctorate,1,235,1,Male,54,3,3,Married,19394,5747,4,Y,No,12,3,3,80,0,22,4,3,8,6,5,6,No,,,,BOS,L5
100484,2014,40,Travel_Rarely,788,Sales,4,Masters,1,1792,2,Female,81,3,2,Married,10514,26433,0,Y,No,13,3,4,80,1,22,2,3,8,5,5,2,No,,,,PHL,L3
100485,2014,42,Non-Travel,335,Delivery,23,Bachelors,1,1976,4,Male,37,2,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,8,4,2,3,No,,,,NYC,L2
100486,2014,32,Travel_Rarely,884,Sales,7,Masters,1,758,2,Male,72,2,3,Married,5447,22864,1,Y,No,20,3,2,80,0,9,3,3,4,2,1,2,Yes,2018,offered more money,Voluntary,NYC,L2
100487,2014,51,Travel_Rarely,889,Delivery,11,Diploma,1,366,2,Male,87,2,1,Married,10383,2401,2,Y,No,22,3,3,80,1,23,3,3,8,5,5,3,No,,,,VAN,L3
100488,2014,42,Travel_Rarely,695,Marketing,7,Bachelors,1,759,2,Male,62,3,3,Divorced,18412,16245,1,Y,No,12,3,2,80,1,23,3,2,8,3,5,3,No,,,,BOS,L5
100489,2014,46,Travel_Rarely,1005,HR,5,Doctorate,1,1783,2,Male,92,1,1,Single,10394,19341,7,Y,No,12,3,2,80,1,27,3,3,8,4,5,4,No,,,,MKM,L3
100490,2014,40,Travel_Rarely,911,Product,5,Doctorate,1,1534,2,Female,37,3,4,Single,16453,17336,1,Y,No,21,4,3,80,0,21,2,2,8,3,3,3,No,,,,CAL,L4
100491,2014,34,Travel_Rarely,962,Sales,1,Doctorate,1,1399,2,Male,73,2,1,Married,9982,4275,3,Y,No,12,5,4,80,1,14,2,3,5,3,2,3,Yes,2019,offered more money,Voluntary,BOS,L2
100492,2014,44,Travel_Rarely,491,Delivery,5,Bachelors,1,98,1,Male,57,2,3,Married,10309,2106,2,Y,No,17,3,3,80,1,24,3,3,8,3,3,5,No,,,,NYC,L3
100493,2014,47,Travel_Rarely,618,Delivery,5,Bachelors,1,229,1,Male,54,3,3,Married,19406,5806,4,Y,No,12,3,3,80,0,22,4,3,8,6,5,6,No,,,,NYC,L5
100494,2014,38,Travel_Rarely,572,Product,2,Diploma,1,1073,1,Male,47,2,3,Divorced,10499,15149,4,Y,No,11,4,2,80,0,19,1,1,5,1,4,3,Yes,2019,unhappy,Voluntary,OTT,L3
100495,2014,44,Travel_Rarely,523,Product,21,Masters,1,201,3,Male,83,3,3,Married,17078,19784,1,Y,No,12,3,4,80,2,24,3,3,8,4,2,4,No,,,,NYC,L4
100496,2014,40,Travel_Frequently,535,Sales,6,Doctorate,1,180,3,Female,77,2,2,Single,13507,14275,1,Y,Yes,20,3,4,80,1,22,2,2,8,2,4,4,No,,,,PHL,L4
100497,2014,55,Travel_Rarely,616,Delivery,7,Doctorate,1,1071,3,Male,55,2,1,Single,9917,12388,5,Y,No,14,4,4,80,0,25,0,2,4,3,2,3,Yes,2018,long hours,Voluntary,NYC,L3
100498,2014,40,Travel_Rarely,525,HR,8,Diploma,1,1057,2,Male,74,2,2,Married,9929,4652,1,Y,No,11,1,4,80,1,20,3,2,8,3,4,3,Yes,2022,Misconduct,Involuntary,PHL,L2
100499,2014,40,Travel_Rarely,997,Corporate Functions,2,Bachelors,1,336,1,Male,53,3,3,Married,19339,5467,0,Y,No,15,3,4,80,0,22,4,3,8,4,3,4,No,,,,PHL,L5
100500,2014,43,Travel_Rarely,531,Delivery,4,Masters,1,1293,4,Female,56,2,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,8,3,6,6,No,,,,TOR,L3
100501,2014,32,Travel_Rarely,516,Corporate Functions,1,Doctorate,1,812,3,Male,61,2,3,Married,2680,5213,1,Y,No,12,3,3,80,0,9,2,2,4,3,3,3,Yes,2018,medical issues,Voluntary,VAN,L1
100502,2014,54,Travel_Rarely,596,Marketing,16,Bachelors,1,235,3,Female,55,4,2,Married,18479,13431,6,Y,No,11,3,3,80,0,33,3,3,8,5,1,5,No,,,,TOR,L4
100503,2014,42,Travel_Rarely,868,Sales,7,Bachelors,1,1137,2,Male,64,2,1,Married,12341,2394,3,Y,No,12,1,2,80,0,22,1,2,8,3,3,4,Yes,2022,Misconduct,Involuntary,BOS,L3
100504,2014,38,Travel_Rarely,297,Delivery,1,Doctorate,1,1091,1,Male,75,2,3,Divorced,11820,13854,6,Y,No,11,2,3,80,2,20,3,2,6,2,4,2,Yes,2020,Misconduct,Involuntary,CAL,L3
100505,2014,41,Travel_Rarely,355,Marketing,1,Bachelors,1,426,3,Female,86,3,2,Married,16035,15901,1,Y,No,19,3,2,80,0,22,2,2,8,4,1,2,No,,,,MKM,L4
100506,2014,53,Travel_Rarely,728,Corporate Functions,9,Doctorate,1,1317,4,Male,57,2,2,Single,13381,25074,1,Y,No,15,3,3,80,0,31,2,2,8,2,3,1,No,,,,TOR,L4
100507,2014,51,Travel_Rarely,1229,Sales,19,Diploma,1,996,1,Female,62,3,3,Married,16566,5608,3,Y,No,15,3,3,80,0,29,2,2,8,3,3,5,No,,,,TOR,L4
100508,2014,40,Travel_Rarely,1307,Marketing,13,Bachelors,1,1129,3,Male,44,2,2,Single,19622,17543,1,Y,No,14,3,1,80,0,21,2,3,8,3,2,4,No,,,,BOS,L5
100509,2014,39,Travel_Frequently,672,Marketing,7,Masters,1,444,3,Male,54,2,4,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,8,4,5,2,No,,,,OTT,L5
100510,2014,41,Travel_Rarely,724,Delivery,1,Bachelors,1,1279,3,Male,58,2,3,Married,12888,7266,1,Y,No,14,3,3,80,1,22,3,3,8,4,3,3,No,,,,NYC,L4
100511,2014,41,Travel_Rarely,789,Sales,6,Bachelors,1,916,3,Male,47,2,4,Married,9266,5653,1,Y,No,13,3,1,80,1,13,4,3,5,3,2,3,Yes,2019,retiring,Voluntary,MKM,L3
100512,2014,41,Travel_Rarely,701,HR,11,Doctorate,1,1056,1,Male,73,1,2,Married,13930,3997,1,Y,No,11,3,2,80,1,23,3,3,8,5,1,4,No,,,,MKM,L3
100513,2014,43,Travel_Rarely,930,Delivery,6,Doctorate,1,1402,1,Female,73,2,3,Single,4081,20003,1,Y,Yes,14,3,1,80,0,20,3,1,8,3,1,3,No,,,,NYC,L2
100514,2014,40,Travel_Frequently,544,Marketing,2,Bachelors,1,367,2,Male,80,2,2,Married,13502,14036,2,Y,No,20,3,3,80,0,21,3,2,8,2,3,4,No,,,,BOS,L3
100515,2014,32,Travel_Rarely,832,Marketing,28,Masters,1,1095,1,Male,53,2,2,Single,4522,3127,1,Y,Yes,21,1,2,80,0,13,3,2,5,3,1,3,Yes,2019,Misconduct,Involuntary,VAN,L2
100516,2014,54,Travel_Rarely,769,Product,12,Doctorate,1,334,2,Male,61,3,2,Married,18773,13290,7,Y,No,11,3,4,80,0,35,2,2,8,5,1,5,No,,,,MKM,L5
100517,2014,47,Travel_Rarely,1161,HR,12,Doctorate,1,615,2,Male,55,2,3,Married,18921,2182,2,Y,No,15,3,3,80,0,29,3,2,8,3,1,3,No,,,,BOS,L4
100518,2014,56,Travel_Rarely,1432,Sales,24,Bachelors,1,115,1,Male,96,3,1,Single,7691,2391,6,Y,No,11,3,3,80,0,26,3,2,8,6,3,3,No,,,,NYC,L3
100519,2014,42,Travel_Rarely,635,Corporate Functions,1,Diploma,1,387,2,Male,99,3,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,8,6,4,3,No,,,,VAN,L2
100520,2014,40,Travel_Rarely,1373,Sales,2,Masters,1,350,1,Male,49,3,3,Married,19426,5900,0,Y,No,18,3,4,80,0,22,4,3,8,3,2,4,No,,,,TOR,L5
100521,2014,50,Travel_Rarely,468,Sales,20,Bachelors,1,1911,3,Male,50,2,1,Married,10650,16002,2,Y,No,13,3,2,80,1,24,3,3,4,2,1,1,Yes,2018,offered more money,Voluntary,BOS,L3
100522,2014,37,Travel_Rarely,554,Sales,1,Masters,1,996,1,Female,52,2,3,Married,10871,14690,5,Y,No,11,4,3,80,0,17,2,1,5,1,4,3,Yes,2019,maternity leave - did not return,Voluntary,PHL,L3
100523,2014,31,Travel_Rarely,939,Marketing,7,Doctorate,1,352,3,Male,39,1,3,Single,10280,25209,1,Y,No,11,3,2,80,0,13,2,2,4,3,3,3,Yes,2018,medical issues,Voluntary,CAL,L3
100524,2014,48,Travel_Rarely,132,Product,22,Bachelors,1,1879,3,Male,59,3,3,Divorced,17110,2525,3,Y,No,11,3,2,80,1,24,2,3,8,6,2,3,No,,,,CAL,L4
100525,2014,40,Travel_Rarely,1416,Corporate Functions,2,Masters,1,352,1,Male,49,3,3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,8,3,2,4,No,,,,TOR,L5
100526,2014,45,Travel_Rarely,1385,Product,20,Bachelors,1,372,3,Male,79,3,4,Married,13496,7501,0,Y,Yes,14,3,2,80,0,21,2,3,8,3,2,4,No,,,,PHL,L4
100527,2014,43,Travel_Rarely,492,Sales,4,Masters,1,442,3,Male,62,3,3,Divorced,19290,4822,1,Y,No,11,3,3,80,0,23,3,3,8,6,4,5,No,,,,VAN,L5
100528,2014,44,Travel_Rarely,1184,HR,1,Doctorate,1,1727,2,Male,75,1,3,Married,10874,3394,3,Y,No,22,3,3,80,1,24,3,2,8,6,5,2,No,,,,VAN,L3
100529,2014,45,Travel_Rarely,1079,Corporate Functions,3,Diploma,1,264,1,Male,49,3,3,Married,19482,6184,3,Y,No,16,3,3,80,0,22,5,3,8,5,3,4,No,,,,BOS,L5
100530,2014,44,Travel_Rarely,1100,Delivery,4,Diploma,1,1266,2,Male,87,3,1,Married,18211,8754,6,Y,No,11,3,3,80,1,26,4,3,8,3,1,4,No,,,,TOR,L4
100531,2014,46,Travel_Rarely,997,Delivery,3,Diploma,1,1812,3,Male,90,2,2,Divorced,10331,19277,7,Y,Yes,12,3,2,80,1,27,3,3,8,4,5,4,No,,,,PHL,L3
100532,2014,42,Travel_Rarely,383,Sales,3,Diploma,1,1651,1,Male,59,3,3,Divorced,18740,16974,3,Y,No,11,3,1,80,0,24,2,2,8,3,3,5,No,,,,OTT,L5
100533,2014,42,Travel_Rarely,532,HR,4,Diploma,1,319,3,Male,58,3,4,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,8,6,4,6,No,,,,VAN,L5
100534,2014,54,Travel_Frequently,281,Corporate Functions,13,Bachelors,1,1336,1,Male,85,3,2,Single,13628,9312,5,Y,Yes,16,4,3,80,0,23,2,2,7,3,2,3,Yes,2021,return to school,Voluntary,CAL,L3
100535,2014,52,Travel_Frequently,243,Delivery,11,Masters,1,1205,1,Male,79,3,2,Single,12877,9329,5,Y,Yes,17,5,3,80,0,20,2,2,6,3,2,3,Yes,2020,offered more money,Voluntary,OTT,L3
100536,2014,53,Travel_Rarely,1129,Sales,4,Masters,1,71,1,Male,76,2,4,Single,15310,22028,2,Y,No,15,3,3,80,0,31,3,2,8,3,1,3,No,,,,OTT,L4
100537,2014,39,Travel_Rarely,117,HR,10,Masters,1,429,3,Male,99,3,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,8,4,4,4,No,,,,CAL,L4
100538,2014,42,Travel_Rarely,1147,Sales,10,Diploma,1,1408,3,Female,31,3,1,Married,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,8,3,1,4,No,,,,BOS,L4
100539,2014,48,Travel_Frequently,186,Sales,8,Diploma,1,644,3,Male,32,3,4,Single,16902,13213,1,Y,No,11,3,3,80,0,25,3,2,8,4,2,1,No,,,,VAN,L4
100540,2014,46,Travel_Rarely,561,Sales,7,Diploma,1,1076,1,Male,49,3,1,Married,7516,22536,4,Y,No,11,3,3,80,1,25,3,2,8,3,1,3,No,,,,OTT,L3
100541,2014,40,Travel_Rarely,917,Sales,5,Doctorate,1,1526,2,Female,37,3,4,Single,16461,17313,1,Y,No,21,4,3,80,0,21,2,2,8,3,3,3,No,,,,MKM,L4
100542,2014,31,Travel_Rarely,667,Corporate Functions,13,Diploma,1,1361,2,Male,41,2,3,Single,4254,3743,1,Y,No,16,5,1,80,0,9,2,1,4,2,2,3,Yes,2018,return to school,Voluntary,TOR,L1
100543,2014,42,Travel_Rarely,1274,HR,2,Bachelors,1,315,1,Male,49,3,3,Married,19455,6048,1,Y,No,17,3,3,80,0,22,5,3,8,4,2,4,No,,,,BOS,L5
100544,2014,41,Travel_Rarely,352,Product,2,Masters,1,1984,1,Male,55,2,3,Divorced,18918,17324,4,Y,No,11,3,1,80,0,23,2,2,8,3,2,5,No,,,,CAL,L5
100545,2014,41,Travel_Rarely,334,Delivery,2,Bachelors,1,410,4,Male,88,3,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,8,4,1,2,No,,,,NYC,L4
100546,2014,46,Travel_Rarely,380,Marketing,2,Masters,1,1425,1,Female,74,3,3,Married,17280,26683,2,Y,No,18,3,2,80,1,25,2,3,8,6,2,3,No,,,,PHL,L4
100547,2014,51,Travel_Rarely,1304,Sales,6,Masters,1,1178,1,Male,41,3,3,Single,2475,10323,8,Y,Yes,12,5,3,80,2,16,2,3,4,1,1,3,Yes,2018,retiring,Voluntary,PHL,L1
100548,2014,30,Travel_Rarely,925,HR,22,Doctorate,1,1006,1,Male,49,2,2,Single,4761,3108,2,Y,Yes,20,3,2,80,0,11,3,2,4,2,1,3,Yes,2018,retiring,Voluntary,PHL,L2
100549,2014,42,Travel_Frequently,555,Marketing,26,Bachelors,1,404,3,Female,77,3,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,8,2,2,3,No,,,,PHL,L4
100550,2014,42,Non-Travel,495,Product,2,Doctorate,1,1334,3,Male,37,3,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,8,3,1,4,No,,,,CAL,L4
100551,2014,45,Travel_Rarely,418,HR,2,Doctorate,1,320,3,Male,67,3,3,Divorced,19302,16120,0,Y,No,11,3,2,80,0,24,2,3,8,1,1,3,No,,,,BOS,L5
